market,status,country_code,funding_rounds,founded_at,first_funding_at,last_funding_at,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H,total_investment,years_to_first_funding
 Curated Web ,operating,USA,1.0,2010-07-01,2008-01-01,2008-01-01,0,0,0,0,0,0,0,0,100000.0,-2.4986301369863013
 Mobile ,operating,SGP,1.0,2011-01-01,2010-01-01,2010-01-01,0,0,0,0,0,0,0,0,50000.0,-1.0
 Textbooks ,operating,BRA,2.0,2013-01-24,2013-01-01,2013-03-01,0,0,0,0,0,0,0,0,325000.0,-0.06301369863013699
 Telecommunications ,operating,USA,3.0,2013-04-16,2012-06-25,2014-07-30,0,0,0,0,0,0,0,0,323000000.0,-0.8082191780821918
 Local Search ,operating,USA,3.0,2010-11-01,2010-06-14,2014-11-12,1,1,1,0,0,0,0,0,39000000.0,-0.3835616438356164
 Curated Web ,operating,USA,1.0,2007-03-19,2007-01-01,2007-01-01,0,0,0,0,0,0,0,0,800000.0,-0.21095890410958903
 Enterprises ,closed,USA,3.0,2008-02-01,2005-08-01,2011-02-08,1,0,0,0,0,0,0,0,8500000.0,-2.504109589041096
 Games ,operating,USA,1.0,2014-08-29,2014-05-12,2014-05-12,0,0,0,0,0,0,0,0,69000.0,-0.29863013698630136
 Mobile ,operating,GBR,1.0,2013-10-01,2013-06-27,2013-06-27,0,0,0,0,0,0,0,0,192990.0,-0.26301369863013696
 Mobile Commerce ,closed,USA,1.0,2010-05-10,2010-04-10,2010-04-10,0,0,0,0,0,0,0,0,115000.0,-0.0821917808219178
 Social Media ,operating,CHE,1.0,2014-02-06,2014-01-01,2014-01-01,0,0,0,0,0,0,0,0,1220000.0,-0.09863013698630137
 Facebook Applications ,operating,ISR,3.0,2010-01-01,2009-01-01,2010-06-01,0,0,0,0,0,0,0,0,550000.0,-1.0
 Software ,operating,USA,2.0,1998-09-07,1998-08-01,1999-06-07,1,0,0,0,0,0,0,0,25100000.0,-0.10136986301369863
 Mobile ,operating,USA,3.0,2010-01-01,2009-12-31,2013-01-01,0,0,0,0,0,0,0,0,1235000.0,-0.0027397260273972603
 Advertising ,acquired,USA,3.0,2008-01-01,2006-09-20,2012-06-29,0,1,0,0,0,0,0,0,24500000.0,-1.2821917808219179
 Games ,operating,USA,8.0,2012-06-01,2012-01-20,2014-07-01,0,0,0,0,0,0,0,0,5752000.0,-0.3643835616438356
 Mobile ,acquired,USA,1.0,2006-04-01,2006-01-01,2006-01-01,1,0,0,0,0,0,0,0,4000000.0,-0.2465753424657534
 Digital Media ,acquired,USA,7.0,2009-12-01,2009-08-06,2013-09-04,1,0,0,0,0,0,0,0,10024049.0,-0.32054794520547947
 Software ,closed,CAN,1.0,2011-06-01,2011-01-01,2011-01-01,0,0,0,0,0,0,0,0,100300.0,-0.4136986301369863
 Games ,operating,JPN,2.0,2004-12-07,2004-07-08,2005-07-01,0,0,0,0,0,0,0,0,4197921.0,-0.41643835616438357
 Clean Technology ,operating,GBR,5.0,2006-01-01,2005-12-19,2011-05-19,0,1,1,1,0,0,0,0,58400000.0,-0.03561643835616438
 Design ,operating,USA,2.0,2014-01-01,2013-12-18,2014-05-06,0,0,0,0,0,0,0,0,387500.0,-0.038356164383561646
 Collaboration ,operating,IND,3.0,2013-09-24,2013-08-20,2014-01-06,0,0,0,0,0,0,0,0,30000.0,-0.0958904109589041
 Games ,operating,TUR,1.0,2011-12-17,2011-04-01,2011-04-01,0,0,0,0,0,0,0,0,60000.0,-0.7123287671232876
 Online Auctions ,operating,IDN,1.0,2013-09-01,2013-06-01,2013-06-01,0,0,0,0,0,0,0,0,50000.0,-0.25205479452054796
 Advertising ,operating,USA,6.0,2008-11-11,2007-01-01,2011-02-25,1,1,1,1,0,0,0,0,1137000000.0,-1.8630136986301369
 Entertainment ,operating,USA,2.0,2012-11-01,2012-10-01,2013-07-09,0,0,0,0,0,0,0,0,1050000.0,-0.08493150684931507
 Manufacturing ,operating,USA,1.0,2011-07-05,2011-06-17,2011-06-17,0,0,0,0,0,0,0,0,575000.0,-0.049315068493150684
 Hotels ,operating,USA,1.0,2013-09-01,2011-08-01,2011-08-01,0,0,0,0,0,0,0,0,800000.0,-2.0876712328767124
 Local Businesses ,operating,USA,2.0,2011-01-01,2010-11-30,2012-03-27,0,0,0,0,0,0,0,0,119000.0,-0.08767123287671233
 Social Media Marketing ,operating,ARG,2.0,2010-05-15,2010-04-01,2012-09-01,0,0,0,0,0,0,0,0,1000000.0,-0.12054794520547946
 Mobile ,operating,SWE,3.0,2011-11-01,2009-01-01,2014-06-01,0,0,0,0,0,0,0,0,4950000.0,-2.8328767123287673
 Curated Web ,operating,TWN,1.0,2011-05-17,2010-05-17,2010-05-17,0,0,0,0,0,0,0,0,300000.0,-1.0
 Search ,closed,IND,2.0,2006-10-12,2006-01-01,2007-01-01,1,1,0,0,0,0,0,0,15000000.0,-0.7780821917808219
 Clean Technology ,operating,USA,1.0,2011-02-09,2011-02-01,2011-02-01,0,0,0,0,0,0,0,0,500000.0,-0.021917808219178082
 Networking ,acquired,USA,2.0,2007-10-01,2006-08-01,2007-11-01,1,0,0,0,0,0,0,0,1000000.0,-1.167123287671233
 Health and Wellness ,operating,BGR,4.0,2013-04-01,2013-03-21,2014-06-01,0,0,0,0,0,0,0,0,167112.0,-0.030136986301369864
 Local ,closed,NGA,1.0,2010-06-01,2010-03-01,2010-03-01,0,0,0,0,0,0,0,0,100000.0,-0.25205479452054796
 Software ,acquired,ITA,1.0,2007-01-01,2006-07-01,2006-07-01,0,0,0,0,0,0,0,0,508520.0,-0.5041095890410959
 Real Estate ,operating,ESP,4.0,2009-04-01,2009-01-01,2012-05-25,1,0,1,0,0,0,0,0,866950.0,-0.2465753424657534
 Education ,operating,USA,2.0,2011-01-01,2010-06-01,2012-01-08,0,0,0,0,0,0,0,0,217000.0,-0.5863013698630137
 Recruiting ,operating,USA,3.0,2012-07-01,2011-06-01,2014-06-12,1,1,0,0,0,0,0,0,12400000.0,-1.084931506849315
 Advertising ,operating,DEU,1.0,2010-04-01,2009-11-01,2009-11-01,0,0,0,0,0,0,0,0,118400.0,-0.4136986301369863
 Advertising ,closed,USA,1.0,2008-01-07,2007-10-01,2007-10-01,0,0,0,0,0,0,0,0,340000.0,-0.2684931506849315
 Consumer Goods ,operating,USA,4.0,2011-12-01,2011-01-01,2014-02-17,1,1,0,0,0,0,0,0,30000000.0,-0.915068493150685
 Curated Web ,operating,USA,2.0,2009-01-01,2007-05-02,2008-05-02,0,0,0,0,0,0,0,0,800000.0,-1.6712328767123288
 Health and Wellness ,operating,GBR,2.0,2012-09-01,2012-08-31,2012-09-09,0,0,0,0,0,0,0,0,405000.0,-0.0027397260273972603
 Social Media ,operating,USA,3.0,2014-01-01,2007-06-19,2011-07-15,0,1,1,0,0,0,0,0,15391438.0,-6.542465753424658
 E-Commerce ,operating,ESP,1.0,2011-08-15,2011-08-01,2011-08-01,0,0,0,0,0,0,0,0,360375.0,-0.038356164383561646
 Education ,operating,KOR,1.0,2012-11-02,2012-06-10,2012-06-10,0,0,0,0,0,0,0,0,85270.0,-0.3972602739726027
 E-Commerce ,operating,FRA,2.0,2009-05-19,2009-01-01,2011-02-21,1,0,0,0,0,0,0,0,5492100.0,-0.3780821917808219
 Consulting ,operating,USA,1.0,2014-04-15,2014-03-22,2014-03-22,0,0,0,0,0,0,0,0,62000.0,-0.06575342465753424
 Real Estate ,operating,CAN,1.0,2014-02-25,2013-07-25,2013-07-25,0,0,0,0,0,0,0,0,1200000.0,-0.589041095890411
 Displays ,operating,USA,1.0,2014-01-01,2012-08-31,2012-08-31,0,0,0,0,0,0,0,0,100000.0,-1.336986301369863
 Gamification ,operating,USA,1.0,2013-12-14,2013-06-18,2013-06-18,0,0,0,0,0,0,0,0,50000.0,-0.4904109589041096
 Analytics ,operating,USA,1.0,2013-04-02,2013-01-01,2013-01-01,0,0,0,0,0,0,0,0,500000.0,-0.2493150684931507
 News ,operating,RUS,1.0,2012-03-01,2011-05-01,2011-05-01,0,0,0,0,0,0,0,0,50000.0,-0.8356164383561644
 Advertising ,operating,KOR,4.0,2011-08-09,2011-05-17,2013-10-30,0,0,0,0,0,0,0,0,385717.0,-0.23013698630136986
 Health and Wellness ,operating,IND,2.0,2011-11-01,2011-01-01,2014-08-07,1,0,0,0,0,0,0,0,1655236.0,-0.8328767123287671
 SaaS ,operating,USA,1.0,2013-09-24,2013-01-21,2013-01-21,0,0,0,0,0,0,0,0,118000.0,-0.673972602739726
 Music ,operating,ESP,1.0,2011-01-01,2010-01-05,2010-01-05,0,0,0,0,0,0,0,0,475000.0,-0.989041095890411
 Analytics ,operating,USA,1.0,2008-02-01,2008-01-10,2008-01-10,0,0,0,0,0,0,0,0,20000.0,-0.06027397260273973
 Software ,operating,SGP,1.0,2008-01-01,2007-01-01,2007-01-01,0,0,0,0,0,0,0,0,50000.0,-1.0
 Video ,operating,USA,2.0,2009-07-27,2009-06-01,2011-11-29,1,0,0,0,0,0,0,0,3000000.0,-0.15342465753424658
 Startups ,operating,RUS,3.0,2010-10-10,2010-10-01,2011-11-01,0,0,0,0,0,0,0,0,2900000.0,-0.024657534246575342
 Peer-to-Peer ,closed,GBR,2.0,2008-03-06,2008-01-01,2010-01-29,0,0,0,0,0,0,0,0,301104.0,-0.1780821917808219
 Travel ,operating,GBR,1.0,2014-03-01,2013-12-31,2013-12-31,0,0,0,0,0,0,0,0,55000.0,-0.1643835616438356
 Hardware + Software ,operating,NLD,1.0,2012-08-01,2012-07-29,2012-07-29,0,0,0,0,0,0,0,0,24634.0,-0.00821917808219178
 Technology ,operating,USA,5.0,2005-02-01,2005-01-01,2010-10-01,1,1,0,0,1,0,0,0,504678374.0,-0.08493150684931507
 Hospitality ,operating,USA,5.0,2012-07-01,2010-03-01,2013-12-05,1,0,0,0,0,0,0,0,39700000.0,-2.336986301369863
 Wireless ,operating,USA,1.0,2012-09-09,2012-07-04,2012-07-04,0,0,0,0,0,0,0,0,375000.0,-0.18356164383561643
 Coupons ,operating,USA,1.0,2012-10-01,2012-02-01,2012-02-01,0,0,0,0,0,0,0,0,80000.0,-0.6657534246575343
 Analytics ,operating,USA,1.0,2010-01-31,2009-05-19,2009-05-19,0,0,0,0,0,0,0,0,800000.0,-0.7041095890410959
 Messaging ,operating,ISR,1.0,2011-12-09,2011-12-01,2011-12-01,0,0,0,0,0,0,0,0,720000.0,-0.021917808219178082
 E-Commerce ,closed,USA,1.0,2011-04-01,2010-09-01,2010-09-01,0,0,0,0,0,0,0,0,1300000.0,-0.5808219178082191
 Hospitality ,operating,DEU,2.0,2008-10-14,2008-10-13,2011-01-01,1,0,0,0,0,0,0,0,2068195.0,-0.0027397260273972603
 Travel ,closed,ARE,1.0,2010-06-20,2009-12-10,2009-12-10,0,0,0,0,0,0,0,0,5000.0,-0.5260273972602739
 Photography ,operating,USA,3.0,2008-02-06,2008-02-01,2009-10-05,1,1,0,0,0,0,0,0,11000000.0,-0.0136986301369863
 Software ,operating,USA,6.0,2006-06-09,2006-05-01,2012-11-10,1,1,1,1,0,0,0,0,100500000.0,-0.10684931506849316
 Shared Services ,operating,GBR,1.0,2013-11-01,2013-03-01,2013-03-01,0,0,0,0,0,0,0,0,75596.0,-0.6712328767123288
 E-Commerce ,operating,AUS,1.0,2014-03-01,2011-01-01,2011-01-01,1,0,0,0,0,0,0,0,1527043.0,-3.164383561643836
 Hospitality ,operating,USA,1.0,2014-04-30,2014-04-27,2014-04-27,0,0,0,0,0,0,0,0,2000.0,-0.00821917808219178
 E-Commerce ,closed,USA,1.0,2011-07-25,2011-06-25,2011-06-25,0,0,0,0,0,0,0,0,500000.0,-0.0821917808219178
 Clean Technology ,operating,USA,4.0,2009-01-01,2008-11-01,2013-10-28,0,1,1,0,0,0,0,0,311453228.0,-0.16712328767123288
 Health and Wellness ,operating,USA,1.0,2012-03-17,2009-10-22,2009-10-22,0,0,0,0,0,0,0,0,300000.0,-2.4027397260273973
 Mobile ,operating,ESP,1.0,2013-04-01,2013-03-10,2013-03-10,0,0,0,0,0,0,0,0,26001.0,-0.06027397260273973
 News ,operating,DEU,1.0,2007-06-27,2007-06-01,2007-06-01,0,0,0,0,0,0,0,0,671800.0,-0.07123287671232877
 Software ,operating,USA,2.0,2008-12-05,2008-06-03,2008-08-12,0,0,0,0,0,0,0,0,550000.0,-0.5068493150684932
 Web Tools ,operating,CHE,4.0,2009-01-01,2008-11-28,2012-04-01,0,0,0,0,0,0,0,0,1163213.0,-0.09315068493150686
 Collaboration ,operating,FRA,4.0,2008-04-03,2008-01-01,2011-06-15,0,0,0,0,0,0,0,0,3581700.0,-0.2547945205479452
 E-Commerce ,closed,IND,1.0,2013-08-10,2013-07-08,2013-07-08,0,0,0,0,0,0,0,0,125000.0,-0.09041095890410959
 Finance Technology ,operating,USA,3.0,2013-04-01,2012-03-01,2013-05-01,0,0,0,0,0,0,0,0,219795.0,-1.084931506849315
 Sports ,operating,COL,1.0,2012-09-05,2012-08-10,2012-08-10,0,0,0,0,0,0,0,0,1000.0,-0.07123287671232877
 Clean Technology ,operating,GBR,2.0,2011-11-04,2011-11-03,2014-01-13,1,0,0,0,0,0,0,0,12404224.0,-0.0027397260273972603
 Messaging ,acquired,USA,4.0,2008-01-01,2007-10-01,2010-11-18,1,0,0,0,0,0,0,0,2330500.0,-0.25205479452054796
 Design ,closed,PER,1.0,2012-09-01,2012-08-01,2012-08-01,0,0,0,0,0,0,0,0,50000.0,-0.08493150684931507
 SaaS ,operating,USA,2.0,2010-05-05,2010-05-01,2011-01-01,0,0,0,0,0,0,0,0,182500.0,-0.010958904109589041
 Web Tools ,operating,USA,1.0,2011-11-01,2011-04-12,2011-04-12,0,0,0,0,0,0,0,0,295000.0,-0.5561643835616439
 Recruiting ,acquired,USA,3.0,2010-09-01,2010-01-01,2012-06-05,1,1,0,0,0,0,0,0,22500000.0,-0.6657534246575343
 Software ,acquired,USA,1.0,2006-01-01,2005-01-01,2005-01-01,0,0,0,0,0,0,0,0,50000.0,-1.0
 Customer Service ,operating,KOR,8.0,2011-02-01,2011-01-01,2014-01-01,1,1,0,0,0,0,0,0,7957110.0,-0.08493150684931507
 Software ,operating,FRA,2.0,2008-01-01,2005-04-06,2007-04-05,1,1,0,0,0,0,0,0,5930000.0,-2.73972602739726
 Health Care ,operating,USA,3.0,2010-06-01,2010-01-01,2014-11-24,1,1,1,0,0,0,0,0,7795000.0,-0.4136986301369863
 Networking ,operating,USA,5.0,2011-04-01,2011-01-01,2014-07-16,1,0,0,0,0,0,0,0,16217039.0,-0.2465753424657534
 Facebook Applications ,operating,FRA,1.0,2012-01-01,2010-02-01,2010-02-01,0,0,0,0,0,0,0,0,166975.0,-1.915068493150685
 Music ,operating,FRA,1.0,2008-01-28,2008-01-01,2008-01-01,0,0,0,0,0,0,0,0,736050.0,-0.07397260273972603
 Social Media ,acquired,USA,3.0,2012-04-28,2002-01-01,2006-01-01,1,1,0,0,0,0,0,0,16500000.0,-10.32876712328767
 Visual Search ,operating,USA,3.0,2012-09-07,2012-09-01,2014-06-05,0,0,0,0,0,0,0,0,3440000.0,-0.01643835616438356
 Digital Media ,acquired,USA,2.0,2006-09-01,2006-01-01,2007-02-26,1,0,0,0,0,0,0,0,2600000.0,-0.6657534246575343
 Internet Infrastructure ,operating,USA,3.0,2011-05-04,2011-05-01,2013-05-01,1,0,0,0,0,0,0,0,5664000.0,-0.00821917808219178
 IT and Cybersecurity ,acquired,USA,2.0,2008-07-01,2008-01-01,2009-11-01,1,0,0,0,0,0,0,0,2000000.0,-0.4986301369863014
 Finance ,operating,ESP,3.0,2010-05-01,2009-11-24,2011-10-17,0,0,0,0,0,0,0,0,504512.0,-0.4328767123287671
 Vertical Search ,operating,USA,3.0,2012-04-04,2012-02-22,2014-05-22,0,0,0,0,0,0,0,0,1400000.0,-0.11506849315068493
 Curated Web ,operating,USA,1.0,2013-01-10,2013-01-09,2013-01-09,0,0,0,0,0,0,0,0,32500.0,-0.0027397260273972603
 Health Care ,operating,USA,2.0,2014-01-01,2013-10-27,2014-03-01,0,0,0,0,0,0,0,0,450000.0,-0.18082191780821918
 Biotechnology ,acquired,USA,3.0,2010-01-01,2009-12-23,2011-09-28,1,1,0,0,0,0,0,0,64940000.0,-0.024657534246575342
 Social Media ,operating,USA,1.0,2012-07-01,2012-04-10,2012-04-10,0,0,0,0,0,0,0,0,40000.0,-0.22465753424657534
 Search ,operating,USA,1.0,2008-04-01,2008-01-01,2008-01-01,0,0,0,0,0,0,0,0,250000.0,-0.2493150684931507
 E-Commerce ,operating,CAN,4.0,2007-03-01,2006-01-01,2013-03-20,1,1,0,0,0,0,0,0,17250000.0,-1.1616438356164382
 News ,operating,USA,2.0,2009-10-30,2009-04-01,2010-01-01,0,0,0,0,0,0,0,0,7100.0,-0.5808219178082191
 Storage ,operating,FRA,3.0,2012-02-17,2012-02-14,2014-05-28,0,0,0,0,0,0,0,0,2240000.0,-0.00821917808219178
 Android ,operating,SGP,2.0,2011-01-03,2011-01-01,2013-03-29,1,0,0,0,0,0,0,0,1000000.0,-0.005479452054794521
 Finance ,operating,USA,2.0,2013-08-01,2013-07-10,2014-01-20,0,0,0,0,0,0,0,0,170000.0,-0.06027397260273973
 Health and Insurance ,operating,USA,3.0,2011-08-01,2010-09-01,2013-12-05,0,1,0,0,0,0,0,0,2047197.0,-0.915068493150685
 Software ,operating,CHN,1.0,1999-01-01,1994-08-01,1994-08-01,1,0,0,0,0,0,0,0,340000.0,-4.421917808219178
 Design ,operating,USA,3.0,2010-01-01,2008-09-01,2011-06-28,1,1,0,0,0,0,0,0,5600000.0,-1.3342465753424657
 Photography ,operating,AUS,2.0,2013-12-19,2013-10-05,2014-06-01,0,0,0,0,0,0,0,0,400000.0,-0.2054794520547945
 Software ,operating,USA,2.0,2007-01-01,2006-03-01,2007-01-01,0,0,0,0,0,0,0,0,20000.0,-0.8383561643835616
 E-Commerce ,operating,USA,1.0,2007-11-07,2007-01-01,2007-01-01,0,0,0,0,0,0,0,0,500000.0,-0.8493150684931506
 News ,operating,USA,1.0,2009-06-01,2008-05-01,2008-05-01,0,0,0,0,0,0,0,0,30000.0,-1.084931506849315
 Groceries ,operating,USA,4.0,2012-07-01,2012-06-01,2014-06-16,1,1,0,0,0,0,0,0,54800000.0,-0.0821917808219178
 Payments ,operating,IND,3.0,2012-09-01,2012-07-01,2014-11-13,0,0,0,0,0,0,0,0,500000.0,-0.16986301369863013
 Software ,operating,USA,1.0,2014-01-14,2012-12-12,2012-12-12,0,0,0,0,0,0,0,0,30000.0,-1.0904109589041096
 Advertising ,operating,USA,1.0,2011-06-01,2011-01-01,2011-01-01,0,0,0,0,0,0,0,0,600000.0,-0.4136986301369863
 Software ,operating,USA,3.0,2008-12-01,2006-01-01,2010-04-30,1,1,1,0,0,0,0,0,12399999.0,-2.9178082191780823
 Software ,operating,USA,1.0,2007-01-01,2006-10-11,2006-10-11,1,0,0,0,0,0,0,0,2000000.0,-0.22465753424657534
 Mobile ,operating,POL,2.0,2013-01-29,2013-01-01,2014-01-12,0,0,0,0,0,0,0,0,508573.0,-0.07671232876712329
 Consumer Behavior ,operating,USA,4.0,2011-01-12,2010-09-01,2014-05-19,0,0,0,0,0,0,0,0,3110000.0,-0.3643835616438356
 Psychology ,operating,USA,1.0,2008-02-14,2008-02-01,2008-02-01,0,0,0,0,0,0,0,0,250000.0,-0.03561643835616438
 Advertising ,operating,USA,4.0,2009-02-01,2007-07-16,2014-07-21,1,1,1,0,0,0,0,0,50985000.0,-1.5506849315068494
 Auctions ,operating,USA,1.0,2012-04-20,2012-01-01,2012-01-01,0,0,0,0,0,0,0,0,500000.0,-0.3013698630136986
 Software ,operating,ITA,3.0,2011-05-31,2011-05-01,2014-05-07,0,0,0,0,0,0,0,0,583340.0,-0.0821917808219178
 Software ,operating,USA,5.0,2011-08-01,2011-06-01,2014-01-22,1,1,0,0,0,0,0,0,30750000.0,-0.16712328767123288
 Charter Schools ,operating,USA,1.0,2009-03-01,2009-01-01,2009-01-01,0,0,0,0,0,0,0,0,2000000.0,-0.16164383561643836
 Games ,operating,USA,1.0,2014-07-06,2014-03-10,2014-03-10,0,0,0,0,0,0,0,0,10000.0,-0.3232876712328767
 Games ,closed,USA,1.0,2007-11-27,2007-11-01,2007-11-01,0,0,0,0,0,0,0,0,1250000.0,-0.07123287671232877
 Internet ,operating,USA,9.0,2003-01-01,1999-04-21,2012-07-11,0,0,0,0,1,0,0,0,37683854.0,-3.7013698630136984
 Lifestyle ,operating,GBR,1.0,2014-03-17,2014-02-08,2014-02-08,0,0,0,0,0,0,0,0,500000.0,-0.10136986301369863
 Search ,operating,SWE,1.0,2012-05-01,2012-01-01,2012-01-01,0,0,0,0,0,0,0,0,711645.0,-0.3315068493150685
 Startups ,operating,ESP,1.0,2013-06-07,2013-06-01,2013-06-01,0,0,0,0,0,0,0,0,73336.0,-0.01643835616438356
 Startups ,operating,FIN,3.0,2012-03-20,2012-03-01,2014-07-08,0,0,0,0,0,0,0,0,713767.0,-0.052054794520547946
 Consulting ,operating,BEL,1.0,2012-05-01,2010-01-01,2010-01-01,0,0,0,0,0,0,0,0,100000.0,-2.3315068493150686
 Biotechnology ,operating,USA,5.0,2012-01-01,2010-09-15,2014-10-13,1,0,0,0,1,1,0,0,195502111.0,-1.295890410958904
 Software ,operating,USA,1.0,2004-06-29,2004-06-01,2004-06-01,0,0,0,0,0,0,0,0,10000.0,-0.07671232876712329
 Privacy ,operating,CHE,3.0,2011-01-15,2011-01-01,2012-04-30,0,0,0,0,0,0,0,0,770000.0,-0.038356164383561646
 E-Commerce ,operating,USA,2.0,2011-12-01,2011-03-01,2013-03-14,0,1,0,0,0,0,0,0,8000000.0,-0.7534246575342466
 Photography ,operating,CHN,2.0,2010-04-22,2010-03-01,2014-11-19,0,0,0,0,0,0,0,0,350000000.0,-0.14246575342465753
 Software ,operating,THA,1.0,2011-02-01,2011-01-01,2011-01-01,0,0,0,0,0,0,0,0,50000.0,-0.08493150684931507
 Enterprise Software ,closed,USA,2.0,2009-01-08,2009-01-01,2009-07-29,1,0,0,0,0,0,0,0,500000.0,-0.019178082191780823
 Augmented Reality ,operating,IRL,3.0,2013-03-10,2013-01-12,2014-08-20,0,0,0,0,0,0,0,0,550000.0,-0.15616438356164383
 Biotechnology ,operating,USA,2.0,2012-10-10,2012-06-21,2014-06-05,0,0,0,0,0,0,0,0,1187674.0,-0.3041095890410959
 Project Management ,operating,USA,1.0,1993-09-27,1993-09-23,1993-09-23,0,0,0,0,0,0,0,0,125000.0,-0.010958904109589041
 Advertising ,operating,USA,1.0,2009-10-15,2009-01-01,2009-01-01,0,0,0,0,0,0,0,0,200000.0,-0.7863013698630137
 Audio ,closed,USA,2.0,2005-03-01,2005-01-01,2006-07-01,1,1,0,0,0,0,0,0,9000000.0,-0.16164383561643836
 Marketplaces ,operating,IND,1.0,2012-01-04,2011-09-04,2011-09-04,0,0,0,0,0,0,0,0,375000.0,-0.33424657534246577
 Web Hosting ,operating,USA,5.0,2011-01-01,2010-12-13,2013-08-01,1,1,1,0,0,0,0,0,8067000.0,-0.052054794520547946
 Health and Wellness ,operating,USA,3.0,2011-01-01,2010-12-01,2014-09-23,1,1,0,0,0,0,0,0,26800000.0,-0.08493150684931507
 Messaging ,operating,PAN,1.0,2011-02-01,2011-01-01,2011-01-01,0,0,0,0,0,0,0,0,180000.0,-0.08493150684931507
 Apps ,operating,SRB,1.0,2011-09-01,2011-08-01,2011-08-01,0,0,0,0,0,0,0,0,650000.0,-0.08493150684931507
 E-Commerce ,closed,IDN,1.0,2012-11-10,2012-11-01,2012-11-01,0,0,0,0,0,0,0,0,500000.0,-0.024657534246575342
 Curated Web ,operating,USA,3.0,2012-11-30,2012-11-01,2014-05-28,1,1,0,0,0,0,0,0,11300000.0,-0.07945205479452055
 Employment ,closed,USA,2.0,2010-06-01,2008-09-01,2010-06-01,0,0,0,0,0,0,0,0,30000.0,-1.747945205479452
 Travel ,operating,IND,1.0,2011-09-01,2010-10-05,2010-10-05,0,0,0,0,0,0,0,0,200000.0,-0.9068493150684932
 Social Media ,operating,BRA,2.0,2013-01-01,2012-11-01,2013-01-01,0,0,0,0,0,0,0,0,300000.0,-0.16712328767123288
 E-Commerce ,operating,BRA,1.0,2011-07-08,2011-06-07,2011-06-07,0,0,0,0,0,0,0,0,1500000.0,-0.08493150684931507
 Social Media ,closed,AUS,1.0,2011-03-11,2011-02-03,2011-02-03,0,0,0,0,0,0,0,0,9500.0,-0.09863013698630137
 Enterprise Software ,operating,USA,2.0,2008-08-01,2008-03-01,2010-06-01,0,0,0,0,0,0,0,0,420000.0,-0.4191780821917808
 Mobile ,operating,USA,3.0,2011-09-01,2011-01-01,2013-10-23,0,1,0,0,0,0,0,0,3000000.0,-0.6657534246575343
 E-Commerce ,operating,CHL,1.0,2013-12-10,2012-04-10,2012-04-10,0,0,0,0,0,0,0,0,40000.0,-1.6684931506849314
 Mobile Advertising ,operating,USA,6.0,2011-07-11,2011-01-01,2014-03-06,1,0,0,0,0,0,0,0,4325000.0,-0.5232876712328767
 Shopping ,acquired,USA,3.0,2005-10-01,2005-03-01,2007-03-01,1,1,1,0,0,0,0,0,5000000.0,-0.5863013698630137
 Photography ,operating,USA,5.0,2013-01-01,2011-11-25,2014-02-25,0,0,0,0,0,0,0,0,3436500.0,-1.104109589041096
 Education ,operating,CHN,1.0,2012-10-01,2006-11-01,2006-11-01,1,0,0,0,0,0,0,0,634786.0,-5.920547945205479
 Music ,operating,PER,2.0,2013-01-01,2012-08-22,2013-10-01,0,0,0,0,0,0,0,0,60000.0,-0.36164383561643837
 Social Media ,acquired,USA,1.0,2011-01-01,2010-10-21,2010-10-21,1,0,0,0,0,0,0,0,5000000.0,-0.19726027397260273
 Travel ,acquired,USA,6.0,2004-01-14,2004-01-01,2012-08-17,1,1,1,1,0,0,0,0,235024070.0,-0.03561643835616438
 Software ,operating,USA,2.0,2012-12-12,2012-12-01,2014-01-06,1,0,0,0,0,0,0,0,8850000.0,-0.030136986301369864
 E-Commerce ,operating,GBR,1.0,2013-09-18,2012-08-01,2012-08-01,0,0,0,0,0,0,0,0,922350.0,-1.1315068493150684
 Android ,operating,BEL,1.0,2012-03-12,2012-01-01,2012-01-01,0,0,0,0,0,0,0,0,1940850.0,-0.19452054794520549
 Curated Web ,operating,USA,2.0,2012-05-01,2010-09-01,2011-01-01,1,1,0,0,0,0,0,0,43000000.0,-1.6657534246575343
 Reviews and Recommendations ,operating,BRA,4.0,2010-05-01,2010-03-15,2013-01-07,0,1,0,0,0,0,0,0,5560000.0,-0.12876712328767123
 Games ,operating,CHL,1.0,2012-08-01,2011-11-23,2011-11-23,0,0,0,0,0,0,0,0,40000.0,-0.6904109589041096
 Software ,closed,CAN,1.0,2008-06-27,2007-08-14,2007-08-14,0,1,0,0,0,0,0,0,2500000.0,-0.8712328767123287
 Marketplaces ,operating,LTU,1.0,2013-08-10,2012-12-30,2012-12-30,0,0,0,0,0,0,0,0,150000.0,-0.6109589041095891
 Kids ,operating,USA,1.0,2011-11-25,2009-04-01,2009-04-01,0,0,0,0,0,0,0,0,200000.0,-2.652054794520548
 Security ,operating,USA,1.0,2013-08-01,2013-07-15,2013-07-15,0,0,0,0,0,0,0,0,15000.0,-0.04657534246575343
 Messaging ,operating,JPN,1.0,2010-08-30,2010-08-01,2010-08-01,0,0,0,0,0,0,0,0,200000.0,-0.07945205479452055
 Health and Wellness ,operating,USA,1.0,2011-06-01,2011-05-01,2011-05-01,0,0,0,0,0,0,0,0,20000.0,-0.08493150684931507
 Consulting ,operating,USA,1.0,2012-09-01,2012-06-01,2012-06-01,0,0,0,0,0,0,0,0,10000.0,-0.25205479452054796
